Fire Date,Fire Time,Source,Latitude,Longitude,State,District,Circle,Division,Range,Block/Section/Round,Beat,Forest Block,Compartment No,
"2021-12-17","13:42:19","SNPP","11° 40' 15""N","75° 55' 33""E","KERALA","WAYNAD","NORTHERN CIRCLE","WAYANAD SOUTH DIVISION","KALPETTA RANGE",,,,,
"2021-12-27","13:54:22","SNPP","10° 02' 49""N","77° 02' 17""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","DEVIKULAM RANGE",,,,,
"2021-12-30","01:48:19","SNPP","10° 01' 50""N","77° 11' 21""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","DEVIKULAM RANGE",,,,,
"2021-12-30","01:48:19","SNPP","10° 02' 02""N","77° 11' 23""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","DEVIKULAM RANGE",,,,,
"2021-12-30","01:48:19","SNPP","10° 02' 06""N","77° 10' 58""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","DEVIKULAM RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 16""N","76° 55' 18""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 26""N","76° 55' 03""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 31""N","76° 55' 41""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 37""N","76° 55' 01""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 37""N","76° 55' 01""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-02","13:41:50","SNPP","09° 55' 43""N","76° 55' 40""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-03","13:22:54","SNPP","09° 48' 49""N","76° 58' 15""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-03","13:22:54","SNPP","09° 48' 51""N","76° 58' 27""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-04","01:53:59","SNPP","09° 49' 01""N","76° 57' 45""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-04","01:53:59","SNPP","11° 41' 23""N","75° 56' 31""E","KERALA","WAYNAD","NORTHERN CIRCLE","WAYANAD SOUTH DIVISION","KALPETTA RANGE",,,,,
"2022-01-04","13:04:42","SNPP","09° 50' 12""N","76° 55' 04""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-06","01:16:51","SNPP","09° 30' 32""N","77° 06' 33""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","AZHUTHA RANGE",,,,,
"2022-01-06","14:06:26","SNPP","09° 45' 52""N","76° 57' 56""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-06","14:06:26","SNPP","09° 47' 39""N","77° 03' 28""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-06","14:06:26","SNPP","09° 48' 04""N","77° 02' 37""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-06","14:06:26","SNPP","09° 48' 06""N","77° 02' 52""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-07","13:48:13","SNPP","08° 36' 27""N","77° 14' 03""E","KERALA","THIRUVANANTHAPURAM","AGASTYAVANAM BIOLGICAL PARK WILDLIFE CIRCLE","TRIVANDRUM WILDLIFE DIVISION","NEYYAR RANGE",,,,,
"2022-01-07","13:48:13","SNPP","09° 44' 57""N","76° 54' 43""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-07","13:48:13","SNPP","09° 46' 24""N","77° 04' 37""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-10","14:32:27","SNPP","09° 11' 14""N","76° 56' 25""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","KONNI DIVISION","NADUVATHUMUZHI RANGE",,,,,
"2022-01-10","14:32:27","SNPP","09° 45' 51""N","76° 58' 58""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-10","14:32:27","SNPP","09° 46' 11""N","76° 58' 57""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-10","14:32:27","SNPP","09° 46' 14""N","76° 58' 49""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-11","14:12:49","SNPP","09° 45' 20""N","76° 58' 22""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-12","13:53:53","SNPP","09° 30' 42""N","77° 08' 10""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 16""N","76° 58' 50""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 26""N","76° 58' 33""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 37""N","76° 58' 35""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 39""N","76° 58' 31""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 50""N","76° 58' 33""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 50""N","76° 58' 33""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-12","13:53:53","SNPP","09° 44' 52""N","76° 58' 30""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-13","13:35:41","SNPP","09° 32' 00""N","77° 06' 50""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 32' 20""N","77° 06' 20""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 32' 25""N","77° 08' 10""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 34' 26""N","77° 07' 38""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","KUMILY RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 43' 50""N","76° 58' 14""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 44' 13""N","76° 57' 57""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-13","13:35:41","SNPP","09° 45' 24""N","77° 01' 26""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 45' 37""N","77° 01' 24""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 47' 40""N","76° 59' 42""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-13","13:35:41","SNPP","09° 52' 27""N","76° 55' 41""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-13","13:35:41","SNPP","09° 52' 27""N","76° 55' 41""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-14","13:16:45","SNPP","09° 30' 20""N","77° 17' 47""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","PERIYAR RANGE",,,,,
"2022-01-15","01:47:50","SNPP","09° 26' 01""N","77° 04' 49""E","KERALA","PATHANAMTHITTA","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","PAMBA RANGE",,,,,
"2022-01-15","01:47:50","SNPP","10° 58' 53""N","76° 17' 14""E","KERALA","MALAPPURAM","EASTERN CIRCLE","NILAMBUR SOUTH DIVISION","KALIKAVU RANGE",,,,,
"2022-01-15","12:57:50","SNPP","09° 43' 23""N","76° 56' 17""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-15","12:57:50","SNPP","09° 43' 23""N","76° 56' 17""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","ERUMELI RANGE",,,,,
"2022-01-15","12:57:50","SNPP","09° 43' 37""N","76° 56' 09""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-15","12:57:50","SNPP","09° 43' 37""N","76° 56' 09""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","ERUMELI RANGE",,,,,
"2022-01-15","12:57:50","SNPP","09° 43' 45""N","76° 56' 12""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-16","14:19:12","SNPP","08° 37' 23""N","77° 12' 40""E","KERALA","THIRUVANANTHAPURAM","AGASTYAVANAM BIOLGICAL PARK WILDLIFE CIRCLE","TRIVANDRUM WILDLIFE DIVISION","PEPPARA RANGE",,,,,
"2022-01-16","14:19:12","SNPP","10° 48' 46""N","76° 43' 27""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-16","14:19:12","SNPP","10° 49' 05""N","76° 43' 24""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","01:10:42","SNPP","10° 48' 44""N","76° 43' 33""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","01:10:42","SNPP","10° 48' 57""N","76° 43' 36""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","01:10:42","SNPP","10° 48' 59""N","76° 43' 19""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","01:10:42","SNPP","10° 49' 06""N","76° 43' 37""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","01:10:42","SNPP","10° 49' 08""N","76° 43' 20""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-17","14:00:16","SNPP","10° 13' 10""N","77° 05' 36""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-17","14:00:16","SNPP","10° 13' 24""N","77° 05' 34""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-17","14:00:16","SNPP","10° 13' 36""N","77° 05' 15""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-18","13:41:21","SNPP","08° 37' 39""N","77° 12' 47""E","KERALA","THIRUVANANTHAPURAM","AGASTYAVANAM BIOLGICAL PARK WILDLIFE CIRCLE","TRIVANDRUM WILDLIFE DIVISION","PEPPARA RANGE",,,,,
"2022-01-18","13:41:21","SNPP","08° 37' 45""N","77° 12' 07""E","KERALA","THIRUVANANTHAPURAM","AGASTYAVANAM BIOLGICAL PARK WILDLIFE CIRCLE","TRIVANDRUM WILDLIFE DIVISION","PEPPARA RANGE",,,,,
"2022-01-18","13:41:21","SNPP","08° 37' 49""N","77° 12' 33""E","KERALA","THIRUVANANTHAPURAM","AGASTYAVANAM BIOLGICAL PARK WILDLIFE CIRCLE","TRIVANDRUM WILDLIFE DIVISION","PEPPARA RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 11' 12""N","76° 57' 04""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","KONNI DIVISION","NADUVATHUMUZHI RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 11' 30""N","76° 56' 45""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","KONNI DIVISION","NADUVATHUMUZHI RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 11' 42""N","76° 56' 44""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","KONNI DIVISION","NADUVATHUMUZHI RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 18' 55""N","77° 07' 55""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","RANNI DIVISION","GOODRICKAL RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 27' 24""N","76° 57' 03""E","KERALA","KOTTAYAM","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","ERUMELI RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 45' 12""N","76° 58' 04""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-18","13:41:21","SNPP","09° 45' 26""N","76° 58' 15""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-18","13:41:21","SNPP","09° 46' 33""N","77° 00' 14""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-18","13:41:21","SNPP","09° 46' 49""N","77° 00' 37""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-18","13:41:21","SNPP","09° 48' 02""N","77° 01' 56""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 48' 04""N","77° 02' 09""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 48' 16""N","77° 02' 07""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 53' 20""N","76° 55' 30""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-18","13:41:21","SNPP","09° 55' 22""N","76° 51' 30""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-18","13:41:21","SNPP","10° 14' 33""N","77° 05' 26""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-18","13:41:21","SNPP","10° 14' 35""N","77° 05' 39""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-19","02:13:09","SNPP","09° 11' 49""N","76° 56' 28""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","KONNI DIVISION","NADUVATHUMUZHI RANGE",,,,,
"2022-01-19","02:13:09","SNPP","10° 14' 29""N","77° 05' 09""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-19","13:23:08","SNPP","09° 31' 05""N","77° 05' 48""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","ERUMELI RANGE",,,,,
"2022-01-19","13:23:08","SNPP","09° 31' 05""N","77° 05' 48""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","AZHUTHA RANGE",,,,,
"2022-01-19","13:23:08","SNPP","09° 43' 54""N","76° 57' 20""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-19","13:23:08","SNPP","09° 46' 05""N","77° 01' 20""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-19","13:23:08","SNPP","09° 46' 05""N","77° 01' 20""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-20","01:54:13","SNPP","10° 14' 23""N","77° 04' 01""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-20","01:54:13","SNPP","10° 48' 53""N","76° 43' 34""E","KERALA","PALAKKAD","EASTERN CIRCLE","PALAKKAD DIVISION","VALAYAR RANGE",,,,,
"2022-01-21","14:25:35","SNPP","09° 34' 03""N","77° 09' 11""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","THEKKADY RANGE",,,,,
"2022-01-22","01:16:23","SNPP","10° 12' 44""N","77° 14' 09""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ANAMUDI SHOLA NP",,,,,
"2022-01-22","14:06:40","SNPP","09° 25' 01""N","77° 07' 58""E","KERALA","PATHANAMTHITTA","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","PAMBA RANGE",,,,,
"2022-01-22","14:06:40","SNPP","09° 25' 16""N","77° 07' 57""E","KERALA","PATHANAMTHITTA","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","PAMBA RANGE",,,,,
"2022-01-22","14:06:40","SNPP","09° 28' 55""N","77° 14' 25""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-22","14:06:40","SNPP","10° 13' 01""N","77° 15' 39""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","KURINJIMALA SANCTUARY",,,,,
"2022-01-22","14:06:40","SNPP","10° 13' 03""N","77° 15' 52""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","KURINJIMALA SANCTUARY",,,,,
"2022-01-23","02:37:44","SNPP","10° 18' 12""N","77° 07' 57""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MARAYUR DIVISION","MARAYUR RANGE",,,,,
"2022-01-23","02:37:44","SNPP","10° 18' 21""N","77° 08' 09""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MARAYUR DIVISION","MARAYUR RANGE",,,,,
"2022-01-23","02:37:44","SNPP","10° 18' 24""N","77° 07' 54""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MARAYUR DIVISION","MARAYUR RANGE",,,,,
"2022-01-24","13:28:49","SNPP","09° 24' 42""N","77° 06' 35""E","KERALA","PATHANAMTHITTA","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","PAMBA RANGE",,,,,
"2022-01-24","13:28:49","SNPP","09° 24' 49""N","77° 06' 41""E","KERALA","PATHANAMTHITTA","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","PAMBA RANGE",,,,,
"2022-01-24","13:28:49","SNPP","09° 45' 52""N","76° 59' 21""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","IDUKKI WILDLIFE DIVISION","IDUKKI WILDLIFE SANCTUARY",,,,,
"2022-01-24","13:28:49","SNPP","09° 49' 17""N","77° 00' 45""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","AYYAPPANKOVIL RANGE",,,,,
"2022-01-25","02:00:36","SNPP","10° 12' 10""N","77° 02' 58""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","MUNNAR RANGE",,,,,
"2022-01-25","02:00:36","SNPP","10° 12' 12""N","77° 02' 45""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","MUNNAR RANGE",,,,,
"2022-01-25","02:00:36","SNPP","10° 12' 12""N","77° 02' 45""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-25","02:00:36","SNPP","10° 12' 34""N","77° 02' 45""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-25","13:09:53","SNPP","09° 22' 28""N","77° 06' 18""E","KERALA","PATHANAMTHITTA","SOUTHERN CIRCLE","RANNI DIVISION","GOODRICKAL RANGE",,,,,
"2022-01-26","14:31:15","SNPP","09° 54' 00""N","77° 06' 30""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","DEVIKULAM RANGE",,,,,
"2022-01-28","13:54:07","SNPP","08° 46' 22""N","77° 04' 36""E","KERALA","THIRUVANANTHAPURAM","SOUTHERN CIRCLE","THIRUVANANTHAPURAM DIVISION","PALODE RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 32' 08""N","77° 10' 39""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","THEKKADY RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 32' 36""N","77° 09' 21""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","THEKKADY RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 55' 16""N","76° 55' 50""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 55' 16""N","76° 55' 50""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTTAYAM DIVISION","NAGARAMPARA RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 56' 54""N","76° 53' 41""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-28","13:54:07","SNPP","09° 58' 06""N","76° 53' 02""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","KOTHAMANGALAM DIVISION","THODUPUZHA RANGE",,,,,
"2022-01-28","13:54:07","SNPP","10° 04' 17""N","76° 46' 39""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","NERIAMANGALAM RANGE",,,,,
"2022-01-28","13:54:07","SNPP","10° 04' 30""N","76° 46' 36""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MUNNAR DIVISION","NERIAMANGALAM RANGE",,,,,
"2022-01-28","13:54:07","SNPP","10° 15' 29""N","77° 04' 05""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-28","13:54:07","SNPP","10° 15' 37""N","77° 04' 05""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-28","13:54:07","SNPP","10° 18' 14""N","77° 07' 07""E","KERALA","IDUKKI","HIGH RANGE CIRCLE","MARAYUR DIVISION","MARAYUR RANGE",,,,,
"2022-01-28","13:54:07","SNPP","10° 18' 14""N","77° 07' 07""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","CHINNAR WILDLIFE SANCTUARY",,,,,
"2022-01-29","02:25:12","SNPP","10° 17' 48""N","77° 06' 19""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","MUNNAR WILDLIFE DIVISION","ERAVIKULAM NP",,,,,
"2022-01-29","13:35:12","SNPP","09° 30' 14""N","77° 07' 14""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE EAST DIVISION","VALLAKKADAVU RANGE",,,,,
"2022-01-29","13:35:12","SNPP","09° 30' 14""N","77° 07' 14""E","KERALA","IDUKKI","FDPT KOTTAYAM CIRCLE","PERIYAR TIGER RESERVE WEST DIVISION","AZHUTHA RANGE",,,,,
